scholar_indx,name,grade,parents,spouse,siblings,children,birth_date_place,places_of_stay,death_date_place,teachers,students,area_of_interest,tags,books,students_inds,teachers_inds,birth_place,birth_date,birth_date_hijri,birth_date_gregorian,death_date_hijri,death_date_gregorian,death_place,death_reason
11,Sa'id bin Zayd ( سعيد بن زيد ( رضي الله عنه,Comp.(RA) [1st Generation],Zayd bin 'Amr bin Nufayl [567] / Fatima bint Ba'aja [568],"Fatima bint al-Khattab [78] , Khayra bint Qays [587]",'Atikah bint Zayd [196],"Asma bint Sa'id bin Zayd [96] , Zayd, Hisham bin S'aid bin Zayd [13269] , 'Abdur Rahman",~23 BH/594 CE (Makkah),"Makkah, Medina, Kufa",50 AH/671 CE (Medinah)[ Natural ],"Muhammad (saw) [1] ,","Hisham bin S'aid bin Zayd [13269] , 'Abdullah bin 'Amr bin al-'Aas [29] , 'Amr bin Hurayth bin 'Amr bin 'Uthman [5202] , Abu al-Tufayl, 'Amir bin Wathla [3660] , Qays bin Abi Hazim [11046] , Abu 'Uthman al-Nahdi [11113] , Humaid bin 'Abdur Rahman [10561] , 'Abdur Rahman bin 'Amr [11520] , 'Urwa ibn al-Zubayr [10511] , 'Abdur Rahman bin al-Akhns [15317] , 'Abbas bin Sahl bin Sa'd [11697] , 'Abdullah bin Zalm [19920] , Talha bin 'Abdullah [11043] , Muhammad bin Zayd bin 'Abdullah [11217] , Ibn Sirin [11035]","Recitation/Quran, Narrator [ ع  -  صحابة ], Commander","Quraish [Quraish] , B.'Adi [B.'Adi] , Early Muslim [Early%20Muslim] , Emigrant [Emigrant] , Promised Paradise [Promised%20Paradise] , Uhud [Uhud]",NA,"13269, 29, 5202, 3660, 11046, 11113, 10561, 11520, 10511, 15317, 11697, 19920, 11043, 11217, 11035",1,Makkah,"['23 BH', '594 CE']",23,594,50,671,Medinah,Natural
12,Mus'ab ibn 'Umair ( مصعب بن عمير ( رضي الله عنه,Comp.(RA),'Umair b. Hashim / Khunnas bint Malik,Hamnah bint Jahsh [72],"Abu al-Rome  ibn 'Umair [553] , Abu 'Aziz ibn 'Umair [484]",Zaynab bint Mus'ab ibn 'Umair [554],(Makkah),"Makkah, Abyssinia, Medinah",3 AH/625 CE (Medinah)[ Martyred(Uhud) ],"Muhammad (saw) [1] ,",lot of Ansaris,"Recitation/Quran, Preacher, Fiqh","Quraish [Quraish] , B.'Abd al-Dar [B.'Abd%20al-Dar] , Early Muslim [Early%20Muslim] , Tortured [Tortured] , Abyssinia 1 [Abyssinia%201] , Abyssinia 2 [Abyssinia%202] , Badr [Badr] , Uhud [Uhud] , Envoy [Envoy] , Emigrant [Emigrant]",NA,NA,1,Makkah,[],NA,NA,3,625,"Medinah, Uhud",Martyred
13,Abu Hurairah ( أبو هريرة - عبد الرحمن بن صخر الدوسي  ( رضي الله عنه,Comp.(RA) [1st Generation],/ Umaima/Maymuna,Basra bint Ghazwan [3656],NA,Daughter,"12 BH/603 CE (Baha, Yemen)","Makkah, Medina, Yemen, Bahrain",59 AH/681 CE (Medinah)[ Natural ],"Muhammad (saw) [1] , Abu Bakr As-Siddique [2] , 'Umar ibn al-Khattab [3] , Fadl ibn al-'Abbas [135] , Ubayy ibn Ka'b [39] , Usamah ibn Zayd [50] , 'Aisha bint Abi Bakr [53] , نضرة بن أبي نضرة الغفاري, Ka'b al-Ahbar [4058]","Mahrar bin Abi Huraira [12496] , ibn Abbas [17] , ibn Umar [18] , Anas bin Malik [19] , Wathla bin al-'Asqa' [4049] , Jabir ibn 'Abdullah [34] , Marwan bin al-Hakam bin Abi al-'As [858] , Qubaysa bin Zuwayb [5232] , Sa'id ibn al-Musayyib [11002] , Salman al-Aghar Abu 'Abdullah [11171] , Qays bin Abi Hazim [11046] , Malik bin Abi 'Amir [11443] , Abu Umama bin Sahl [405] , Abu Idrees al-Khulani [11027] , Abu 'Uthman al-Nahdi [11113] , Abu Sufyan [11451] , Abu Rafi' al-Sa'agh [11226] , Abu Zara' bin 'Amr /Harm [11406] , al-Aghr Abu Muslim [11829] , ابن فارض, Basr bin Sa'id al-Madni [11153] , Bashayr bin Nahayk [11266] , بعجة الجهني, Thabit bin Ayad al-Ahnf [11677] , Hafs bin 'Asim bin 'Umar [11420] , حميد, Abu Salama bin 'Abdur Rahman [10567] , Hameed bin 'Abdur Rahman [11280] , Hanzalah bin 'Ali bin al-Aslami [11842] , Khbab al-Madni Sahb al-Mqswrh [11843] , Khalas bin 'Amr al-Hajri [11283] , al-Hakam bin Myna'a al-Ansari Mwlahm [11840] , Khalid bin Ghlaq [10907] , Ziyad bin Ryah [11850] , Salim bin 'Abdullah bin 'Umar [11011] , Zararah bin Awfa al-'Amiri al-Harshi [11284] , Salm Abu al-Ghyth al-Madni [11165] , Salm bin 'Abdullah al-Nasri [11852] , Kaysan Abu Sa'id al-Muqbari [11212] , Sa'id bin Abi Sa'id (Kaysan) [11168] , al-Hasan al-Basri [11016] , Ibn Sirin [11035] , Sa'id bin 'Amr bin Sa'id bin al-Aas [11509] , Sulayman ibn Yasar [11005] , Sa'id bin Yasar, Abu al-Hubab [11170] , Sinan bin Abi Sinan [11511] , 'Amir bin Sa'd ibn Abi Waqqas [10554] , Sharih bin Hani' al-Harithi [10774] , Shfa bin Mat' [18421] , Tawus bin Kaysan [11053] , 'Ikrama [11023] , Mujahid bin Jabir [11028] , 'Ata' bin Abi Rabah [11029] , 'Amir al-Sha'bi [11052] , 'Abdullah bin Rbah [11865] , 'Abdullah bin Shaqayq al-Aqayli [10694] , Tha'laba bin Sa'ayr [5003] , أبو الوليد عبد الله بن الحارث المصري, Sa'id bin al-Harith bin Abi Sa'id [11167] , Sa'id bin Sm'an al-Ansari [12135] , Sa'id bin Marjana [11571]","Narrator [ ع  -  صحابة ], Fiqh","Yemeni [Yemeni] , Dausi [Dausi] , Client [Client] , Late Muslim [Late%20Muslim]",NA,"12496, 17, 18, 19, 4049, 34, 858, 5232, 11002, 11171, 11046, 11443, 405, 11027, 11113, 11451, 11226, 11406, 11829, 11153, 11266, 11677, 11420, 10567, 11280, 11842, 11843, 11283, 11840, 10907, 11850, 11011, 11284, 11165, 11852, 11212, 11168, 11016, 11035, 11509, 11005, 11170, 11511, 10554, 10774, 18421, 11053, 11023, 11028, 11029, 11052, 11865, 10694, 5003, 11167, 12135, 11571","1, 2, 3, 135, 39, 50, 53, 4058","Baha, Yemen","['12 BH', '603 CE']",12,603,59,681,Medinah,Natural
14,Salman Farsi ( سلمان أبو عبد الله الفارسي ( رضي الله عنه,Comp.(RA) [1st Generation],Budhakshan bin Mursalan,NA,NA,NA,"(Kazerun, Iran)","Asbahan, Jia, Medina, Fars, Kufa","36 AH (al-Mada'in,Iraq)[ Natural ]","Muhammad (saw) [1] ,","Anas bin Malik [19] , Ka'b bin 'Ajra al-Salmi, al-Ansari [4052] , ibn Abbas [17] , Abu Sa'id al-Khudri [38] , Abu al-Tufayl, 'Amir bin Wathla [3660] , Umm al-Darda'a [11457] , Abu 'Uthman al-Nahdi [11113] , Zadhan Abu 'Umar [10911] , Sa'id bin Wahb al-Hmdany [10768] , Tariq bin Shahab [3680] , 'Abdur Rahman bin Yazid al-Nakha'i [11055] , Shar bin Hushab al-Asha'ri [11044]","Recitation/Quran, Narrator [ ع  -  صحابة ], Fiqh, Science, Governor","al-Farsi [al-Farsi] , Servant [Servant] , Client [Client] , Trench [Trench]",NA,"19, 4052, 17, 38, 3660, 11457, 11113, 10911, 10768, 3680, 11055, 11044",1,"Kazerun, Iran",[],NA,NA,36,NA,"al-Mada'in,Iraq",Natural
15,Zayd ibn Harithah ( زيد بن حارثة ( رضي الله عنه,Comp.(RA) [1st Generation],Harithah ibn Sharahil [2281] / Su`da bint Tha`laba of B. Ma'n,"Umm Kulthum bint 'Uqba [95] , Durrah bint Abi Lahab [453] , Umm Ayman, Barakah [202] , Zaynab bint Jahsh [57]","Mughith, the husband of Barira [536] , Jabla bin Harithah [2280]","Zayd ibn Zayd [550] , Ruqiyyah ibn Zayd [551] , Usamah ibn Zayd [50] , Zaynab ibn Zayd [552]",35 BH/588 CE (Hijaz),"Makkah, Medina","8 AH/629 CE (Busra, Near Karak, Syria)[ Martyred(Mu'tah) ]","Muhammad (saw) [1] ,","Usamah ibn Zayd [50] , al-Bara' bin Azib bin al-Harith [400] , ibn Abbas [17] , Anas bin Malik [19] , Others","Recitation/Quran, Commander, Narrator [ س  ق  -  صحابي ]","Ally B.Hashim [Ally%20B.Hashim] , al-Kalbi [al-Kalbi] , Early Muslim [Early%20Muslim] , Emigrant [Emigrant] , Badr [Badr] , Uhud [Uhud] , Khandaq [Khandaq] , Mu'tah [Mu'tah] , Freed Slave [Freed%20Slave] , client [client]",NA,"50, 400, 17, 19",1,Hijaz,"['35 BH', '588 CE']",35,588,8,629,"Busra, Near Karak, Syria, Mu'tah",Martyred
16,ibn Mas'ud ( عبد الله بن مسعود ( رضي الله عنه,Comp.(RA) [1st Generation],Mas'ud b. Ghafil b. Habib / Umm 'Abdullah bin Mas'ud [499],"Rayta bint 'Abdullah [497] , Zaynab bint. Abi Mu'awiya [498]",'Utba ibn Mas'ud [765],"'Abdur Rahman bin 'Abdullah [11363] , Abu 'Ubaida bin 'Abdullah bin Mas'ud [15681]",(Makkah),"Makkah, Abyssinia, Medina, kufah",32 AH/ 652 CE (Medina/Kufa)[ Natural ],"Muhammad (saw) [1] , Sa'd ibn Mua'dh [46] , 'Umar ibn al-Khattab [3] , Safwan bin 'Assal [4143]","'Abdur Rahman bin 'Abdullah [11363] , Abu 'Ubaida bin 'Abdullah bin Mas'ud [15681] , 'Abdullah bin 'Utba [4145] , Abu Sa'id al-Khudri [38] , Anas bin Malik [19] , Jabir ibn 'Abdullah [34] , ibn Umar [18] , Abu Musa al-Asha'ari [41] , al-Hajjaj bin Malik al-Aslami [4113] , Abu Umama al-Bahili [4048] , Tariq bin Shahab [3680] , Abu al-Tufayl, 'Amir bin Wathla [3660] , 'Abdullah ibn al-Zubayr [106] , ibn Abbas [17] , Abu Juhayfa al-Sawai' [4047] , Abu Rafi' [479] , 'Abdullah bin al-Harith [10780] , 'Amr bin al-Harith bin Abi Darar [5201] , Qurrah bin Iyas [5238] , Khultum bin al-Mstlq Whw Khultum [18881] , Abu Sharih al-Khuza'i,al-Ka'bi [5355] , Zaynab bint. Abi Mu'awiya [498] , 'Abdur Rahman bin 'Abdullah [11363] , Abu 'Ubaida bin 'Abdullah bin Mas'ud [15681] , 'Alqama bin Qays [11017] , al-Aswad bin Yazid [11054] , Masrouq bin al-Ajda' [11018] , al-Rabi' bin Khathaym [10760] , Zayd bin Wahb al-Jhny [11341] , Shaqayq bin Salmah al-Asadi [11353] , Sharih bin al-Harith bin Qays [15229] , al-Harith bin Suwayd al-Tymy [11330] , Raba'i bin Harash bin Jahsh [11334] , Zar bin Habaysh bin Habasha [11337] , Harun bin 'Antra [15580] , 'Abdullah ibn Shaddad [169] , 'Abdullah bin 'Akaym [10786] , 'Abdur Rahman bin Abi Layla [11196] , 'Ubaida bin 'Amr al-Salamani [11370] , Abu 'Uthman al-Nahdi [11113] , 'Auf bin Malik bin Nadlah [10805] , 'Amr bin Sharhbayl, Abu Maysara [11644] , 'Amr bin Maymun al-Aw'di [11382] , Qays bin Abi Hazim [11046] , Abu 'Atiya al-Wada'i al-Hamadani [11731] , al-Mstwrd bin al-Ahnf al-Kwfy [10824] , al-Nazal bin Sabra [11659] , Abu al-Aswad al-Du'ali [11114] , al-Ma'rur bin Suwayd al-Asadi [11397]","Tafsir/Quran, Recitation/Quran, Narrator [ ع  -  صحابة ], Fiqh","al-Hadhli [al-Hadhli] , Ally B.Zurah [Ally%20B.Zurah] , Early Muslim [Early%20Muslim] , Abyssinia 1 [Abyssinia%201] , Abyssinia 2 [Abyssinia%202] , Emigrant [Emigrant] , Badr [Badr] , Uhud [Uhud] , Khandaq [Khandaq] , Servant [Servant] , Baqi' [Baqi']",NA,"11363, 15681, 4145, 38, 19, 34, 18, 41, 4113, 4048, 3680, 3660, 106, 17, 4047, 479, 10780, 5201, 5238, 18881, 5355, 498, 11363, 15681, 11017, 11054, 11018, 10760, 11341, 11353, 15229, 11330, 11334, 11337, 15580, 169, 10786, 11196, 11370, 11113, 10805, 11644, 11382, 11046, 11731, 10824, 11659, 11114, 11397","1, 46, 3, 4143",Makkah,[],NA,NA,32,652,Medina/Kufa,Natural
17,ibn Abbas ( عبد الله بن العباس بن عبد المطلب  الحبر ( رضي الله عنه,Comp.(RA) [1st Generation],al-'Abbas ibn 'Abd al-Muttalib [100] / Umm Fadl Lubaba bint al-Harith [156],Zar'ah bint Mishrah b. Madi-Karib,"Fadl ibn al-'Abbas [135] , 'Ubaydallah bin al-'Abbas [133] , Qutham ibn al-'Abbas [128] , Ma'bad bin al-'Abbas [520] , 'Abdur Rahman ibn al-'Abbas [521] , Umm Habiba ibn al-'Abbas [522]","'Ali bin 'Abdullah bin 'Abbas [10949] , 'Abbas bin 'Abdullah bin al-Abbas [12977] , Muhammad bin 'Abdullah bin 'Abbas [18922] , 'Ubaydallah bin 'Abdullah bin al-Abbas [16675] , Al-Fadl, Lubabah, Asma",3 BH/619 CE (Makkah),"Makkah, Medina",68 AH/687 CE (Ta'if)[ Natural ],"Muhammad (saw) [1] , Prophet Muhammad(saw) [1] , al-'Abbas ibn 'Abd al-Muttalib [100] , Umm Fadl Lubaba bint al-Harith [156] , Fadl ibn al-'Abbas [135] , Maymuna bint al-Harith [61] , Abu Bakr As-Siddique [2] , 'Uthman ibn 'Affaan [4] , Ali ibn Abi Talib [5] , 'Abdur Rahman Ibn 'Awf [8] , Mu'adh ibn Jabal [32] , Abu Dharr al-Ghaffari [23] , Ubayy ibn Ka'b [39] , Tamim al-Dari [382] , Khalid bin al-Walid [22] , Usamah ibn Zayd [50] , Hamal bin Malik bin al-Nabghah [4124] , al-Sa'b bin Juthama bin Qays [3661] , 'Ammar ibn Yasir [25] , Abu Sa'id al-Khudri [38] , Abu Talha Ansari [229] , Abu Hurairah [13] , Mu'awiya ibn Abu Sufyan [27] , Abu Sufyan ibn Harb [116] , 'Aisha bint Abi Bakr [53] , Asma' bint Abi Bakr [70] , Juwayriya bint al-Harith [58] , Sawda bint Zam'a [52] , Umm Hani bint Abi Talib [198] , Umm Salamah [56] , Several Others","Nafie' [11014] , al-Qasim ibn Muhammad [10535] , 'Ali bin 'Abdullah bin 'Abbas [10949] , Muhammad bin 'Ali bin 'Abd. bin 'Abbas [10961] , ibn Umar [18] , Tha'lba bin al-Hakam [4133] , al-Miswar bin Makhrama bin Nawfal [2201] , Abu al-Tufayl, 'Amir bin Wathla [3660] , others","Tafsir/Quran, Recitation/Quran, Narrator [ ع  -  صحابة ], Fiqh","Quraish [Quraish] , B.Hashim [B.Hashim] , Early Muslim [Early%20Muslim] , Child [Child] , Cousin [Cousin]",NA,"11014, 10535, 10949, 10961, 18, 4133, 2201, 3660","1, 1, 100, 156, 135, 61, 2, 4, 5, 8, 32, 23, 39, 382, 22, 50, 4124, 3661, 25, 38, 229, 13, 27, 116, 53, 70, 58, 52, 198, 56",Makkah,"['3 BH', '619 CE']",3,619,68,687,Ta'if,Natural
18,ibn Umar ( عبد الله بن عمر بن الخطاب ( رضي الله عنه,Comp.(RA) [1st Generation],'Umar ibn al-Khattab [3] / Zaynab bint Maz'un [124],"Safiyya bint Abi 'Ubaid al-Thaqafi [11811] , Umm Walad, Umm Walad","Hafsa bint Umar [54] , 'Abdur Rahman bin 'Umar (Akbar) [560]","Abu Bakr, Abu 'Ubaida, Waqid bin 'Abdullah ibn 'Umar [11813] , 'Abdullah bin 'Abdullah Ibn 'Umar [11814] , 'Umar bin 'Abdullah Ibn 'Umar [11815] , Hafsa, Sawda, Bilal bin 'Abdullah bin 'Umar [11816] , Zayd bin 'Abdullah bin 'Umar [11819] , Salim bin 'Abdullah bin 'Umar [11011] , 'Ubaidullah bin 'Abdullah bin 'Umar [11817] , Hamza bin 'Abdullah bin 'Umar [11818]",10 BH/613 CE (Makkah),"Makkah, Medina",74 AH/693 CE (Makkah)[ Natural ],"Muhammad (saw) [1] , 'Umar ibn al-Khattab [3] , Zayd ibn al-Khattab [114] , Hafsa bint Umar [54] , Abu Bakr As-Siddique [2] , 'Uthman ibn 'Affaan [4] , Ali ibn Abi Talib [5] , Sa'id bin Zayd [11] , Bilal ibn Ribah [24] , Zayd ibn Thabit [49] , Suhayb bin Sinan ar-Rumi [182] , ibn Mas'ud [16] , 'Aisha bint Abi Bakr [53] , Rafi' bin Khadij bin Rafi' [1986]","Waqid bin 'Abdullah ibn 'Umar [11813] , 'Abdullah bin 'Abdullah Ibn 'Umar [11814] , 'Umar bin 'Abdullah Ibn 'Umar [11815] , Bilal bin 'Abdullah bin 'Umar [11816] , Zayd bin 'Abdullah bin 'Umar [11819] , Salim bin 'Abdullah bin 'Umar [11011] , 'Ubaidullah bin 'Abdullah bin 'Umar [11817] , Hamza bin 'Abdullah bin 'Umar [11818] , Nephews, Grandsons, Sa'id ibn al-Musayyib [11002] , Nafie' [11014] , al-Qasim ibn Muhammad [10535] , Others","Tafsir/Quran, Recitation/Quran, Narrator [ ع  -  صحابة ], Fiqh, Preacher","Quraish [Quraish] , B.'Adi [B.'Adi] , Early Muslim [Early%20Muslim] , Emigrant [Emigrant] , Ridwan [Ridwan] , Khandaq [Khandaq] , Makki [Makki]",NA,"11813, 11814, 11815, 11816, 11819, 11011, 11817, 11818, 11002, 11014, 10535","1, 3, 114, 54, 2, 4, 5, 11, 24, 49, 182, 16, 53, 1986",Makkah,"['10 BH', '613 CE']",10,613,74,693,Makkah,Natural
19,Anas bin Malik ( أنس بن مالك بن النضر ( رضي الله عنه,Comp.(RA) [1st Generation],Malik ibn Nadr / Umm Sulaym bint Milhan [83],NA,al-Bara' bin Malik [385],"al-Nadr bin Anas bin Malik [11310] , 'Abdullah bin Anas bin Malik [14631] , Abu Bakr bin Anas bin Malik [10630] , Musa bin Anas bin Malik [14383]",10 BH/613 CE (Medinah),"Medinah, Damascus,  Basrah",93 AH/712 CE (Basrah)[ Natural ],"Muhammad (saw) [1] , Abu Bakr As-Siddique [2] , 'Umar ibn al-Khattab [3] , 'Uthman ibn 'Affaan [4] , 'Abdullah ibn Rawaha [48] , Fatima bint Muhammad [63] , Thabit bin Qays b. Shammas [239] , 'Abdur Rahman Ibn 'Awf [8] , ibn Mas'ud [16] , Malik bin Sa'sa'a [1335] , Abu Dharr al-Ghaffari [23] , Ubayy ibn Ka'b [39] , Abu Talha Ansari [229] , Mu'adh ibn Jabal [32] , 'Ubada bin As-Samit [40] , Umm Sulaym bint Milhan [83] , Umm Haram bint Milhan [209] , Umm Fadl Lubaba bint al-Harith [156] , Several Others","al-Hasan al-Basri [11016] , Sulaiman bin Tarkhan al-Taymi [11289] , Abu Qalaba, 'Abdullah bin Zayd al-Jarmi [11047] , Lahaaq bin Hameed bin Sa'id [11313] , 'Abdul 'Aziz bin Suhaib [11295] , Ishaq bin 'Abdullah bin Abi Talha [11151] , Bakr bin 'Abdullah al-Mazni [11267] , Qatada [11019] , Thabit bin Aslam Albanani [11269] , Hameed bin Abi Hameed [11279] , Thmamh bin 'Abdullah [11270] , ة, الجعد, Abu 'Uthman al-Nahdi [11113] , Ibn Sirin [11035] , Anas bin Sirin [11038] , Abu Umama bin Sahl [405] , Ibrahim bin Maysara al-Ta'ifi [11240] , Bryd bin Abi Maryam [19840] , Byan bin Bashr al-Ahmsi [11326] , al-Zuhri [11013] , Rabi'ya bin Abi 'Abdur Rahman (Farrukh) [11162] , Yahya bin Sa'id al-Ansari [11062] , Sa'id bin Jubayr [11050] , Salmah bin Wrdan al-Lythy [12154] , Others","Tafsir/Quran, Recitation/Quran, Narrator [ ع  -  صحابة ], Fiqh","Ansar [Ansar] , Khazraj [Khazraj] , B.'Ady B.al-Najjar [B.'Ady%20B.al-Najjar] , Servant [Servant]",NA,"11016, 11289, 11047, 11313, 11295, 11151, 11267, 11019, 11269, 11279, 11270, 11113, 11035, 11038, 405, 11240, 19840, 11326, 11013, 11162, 11062, 11050, 12154","1, 2, 3, 4, 48, 63, 239, 8, 16, 1335, 23, 39, 229, 32, 40, 83, 209, 156",Medinah,"['10 BH', '613 CE']",10,613,93,712,Basrah,Natural
20,Hamza ibn 'Abd al-Muttalib ( حمزة بن عبد المطلب أسد الله ( رضي الله عنه,Comp.(RA),'Abd al-Muttalib b. Hashim b. 'Abd Manaf [9990] / Halah bint Wuhayb al-Zuhriyya [9999],"Salma bint 'Umays [86] , Khawla bint Qays bin Qahd [1261]","al-Muqawwim('Abdul Kab'ah), Hajl(Al-Mughirah/Al-Ghidaq), Safiyya bint âAbd al-Muttalib [85]","'Umama bint Hamza [181] , 'Umara bin Hamza [546] , Ya'la bin Hamza [547] , Fatima bin Hamza [548] , Ammtullah bint Hamza [549]",53 BH/ 570 CE (Makkah),"Makkah, Medina","3 AH/ 625 CE (Hijaz, Uhud)[ Martyred(Uhud) ]","Muhammad (saw) [1] ,",NA,"Recitation/Quran, Commander","Quraish [Quraish] , B.Hashim [B.Hashim] , Uncle [Uncle] , Milk Brother [Milk%20Brother] , Emigrant [Emigrant] , Badr [Badr] , Uhud [Uhud]",NA,NA,1,Makkah,"['53 BH', '570 CE']",53,570,3,625,"Hijaz, Uhud, Uhud",Martyred
21,Ja'far ibn Abi Talib ( جعفر بن أبي طالب بن عبد المطلب ( رضي الله عنه,Comp.(RA) [1st Generation],Abu Talib ibn 'Abd al-Muttalib [9992] / Fatima bint Asad [77],Asma bint 'Umays [69],"Talib ibn Abi Talib [164] , 'Aqeel ibn Abi Talib [165] , Ali ibn Abi Talib [5] , Umm Hani bint Abi Talib [198] , Jumanah bint Abi Talib [199]","'Abdullah ibn Ja'far [108] , Muhammad ibn Ja'far [184] , Awn ibn Ja'far [185]",~33 BH (Makkah),"Makkah, Abyssinia, Medina",8 AH/629 CE (Syria)[ Martyred(Mu'tah) ],"Muhammad (saw) [1] ,","'Abdullah ibn Ja'far [108] , Umm Salamah [56] , 'Amr bin al-'Aas [28] , ibn Mas'ud [16]","Recitation/Quran, Commander","Quraish [Quraish] , B.Hashim [B.Hashim] , Early Muslim [Early%20Muslim] , Abyssinia 2 [Abyssinia%202] , Safinateen [Safinateen] , Mu'tah [Mu'tah]",NA,"108, 56, 28, 16",1,Makkah,['33 BH'],33,NA,8,629,"Syria, Mu'tah",Martyred
22,Khalid bin al-Walid ( خالد بن الوليد بن المغيرة ( رضي الله عنه,Comp.(RA) [1st Generation],al-Walid bin Mughairah Makhzumi / Lubaba(Sughra) bint al-Harith [141],"Kabsha bint Hudhah al-'Adhriyya, Asma bint Anas al-Khatha'miyya [2026]","Najiyah/'Atika/Fakhta bint al-Walid [80] , al-Walid bin al-Walid [2030] , Hurmila bin al-Walid [2032] , Hisham bin al-Walid [2033] , 'Ammara bin al-Walid [2034] , Fatima bint al-Walid b. al-Mughirah [454]","Suliaman bin Khalid bin al-Walid [2024] , Sara bint Khalid, al-Muhajir bin Khalid bin al-Walid [2021] , 'Abdur Rahman bin Khalid bin al-Walid [2022] , 'Abdullah bin Khalid bin al-Walid [2023]",30 BH/592 CE (Makkah),"Makkah, Medina, Syria","21 AH/642 CE (Hims, Syria)[ Natural ]","Muhammad (saw) [1] ,","ibn Abbas [17] , هو بن خالته, Jabir ibn 'Abdullah [34] , al-Miqdam bin Ma'di Karb [5304] , Qays bin Abi Hazim [11046] , الأشتر النخعي, 'Alqama bin Qays [11017] , Jubayr bin Nufayr al-Hadrami [4097] , Abu al-Aliyya al-Bara', Ziyad bin Feroz [11618] , Shaqayq bin Salmah al-Asadi [11353]","Recitation/Quran, Commander, Narrator [ خ  م  س  ق  -  صحابة ]","Quraish [Quraish] , B.Makhzum [B.Makhzum] , Late Muslim [Late%20Muslim] , Mu'ta [Mu'ta] , Conquest [Conquest] , Hunain [Hunain] , Scribe [Scribe]",NA,"17, 34, 5304, 11046, 11017, 4097, 11618, 11353",1,Makkah,"['30 BH', '592 CE']",30,592,21,642,"Hims, Syria",Natural
23,Abu Dharr al-Ghaffari ( جندب بن جنادة أبو ذر الغفاري ( رضي الله عنه,Comp.(RA) [1st Generation],Junadah ibn Sakan / Ramla bint al-Waqi'ya al-Ghaffariyya,Umm Dhur [3132],Anis bin Junadah al-Ghaffari [3133],NA,(Hijaz),"Hijaz, Medina, Syria, Al-Rabathah",32 AH/652 CE (Al-Rabathah near Medinah)[ Natural ],"Muhammad (saw) [1] ,","Anas bin Malik [19] , ibn Abbas [17] , Khalid bin Wahban bin Khalh [18253] , Zayd bin Wahb al-Jhny [11341] , Kharsha bin  al-Hurr al-Fazari [4026] , Jubayr bin Nufayr al-Hadrami [4097] , al-Ahnaf bin Qays [11112] , 'Abdullah bin al-Samit [10695] , Zayd bin Zbyan [15165] , 'Abdullah bin Shaqayq al-Aqayli [10694] , 'Amr bin Maymun al-Aw'di [11382] , 'Abdur Rahman bin Ghnm [5152] , Qays bin 'Aabad al-Qaysi [11609] , Abu Idrees al-Khulani [11027] , 'Amr bin Marthad, Abu Asma' al-Rahbi [10883] , Abu 'Uthman al-Nahdi [11113] , Abu al-Aswad al-Du'ali [11114] , al-Ma'rur bin Suwayd al-Asadi [11397] , Yazid bin Sharayk bin Tariq [11405] , Hamil/Jamil bin Basra [4087] , Sufyan bin Han'i, Abu Salam al-Jayshani [10858] , Zar bin Habaysh bin Habasha [11337] , Raba'i bin Harash bin Jahsh [11334] , 'Abdur Rahman bin Shmas'h [10867] , 'Amr bin Bjdan [19856] , 'Abdur Rahman bin Abi Layla [11196] , 'Abdur Rahman bin Hujayrah [10866] , 'Ata ibn Yasar [11020] , Shar bin Hushab al-Asha'ri [11044]","Recitation/Quran, Narrator [ ع  -  صحابي ]","al-Ghaffari [al-Ghaffari] , Early Muslim [Early%20Muslim] , Client [Client] , Servant [Servant] , Emigrant [Emigrant]",NA,"19, 17, 18253, 11341, 4026, 4097, 11112, 10695, 15165, 10694, 11382, 5152, 11609, 11027, 10883, 11113, 11114, 11397, 11405, 4087, 10858, 11337, 11334, 10867, 19856, 11196, 10866, 11020, 11044",1,Hijaz,[],NA,NA,32,652,Al-Rabathah near Medinah,Natural
24,Bilal ibn Ribah ( بلال بن رباح الحبشي المؤذن ( رضي الله عنه,Comp.(RA) [1st Generation],Ribah / Hamamah,NA,Khalid ibn Ribah [447],NA,(Makkah),"Makkah, Medina, Syria","21 AH/642 CE (Damascus, Syria)[ Natural ]","Muhammad (saw) [1] ,","Abu Bakr As-Siddique [2] , 'Umar ibn al-Khattab [3] , Usamah ibn Zayd [50] , Ka'b bin 'Ajra al-Salmi, al-Ansari [4052] , ibn Umar [18] , al-Bara' bin Azib bin al-Harith [400] , 'Abdullah al-Snabhy Mkhtlf [5144] , Abu 'Uthman al-Nahdi [11113] , Abu Idrees al-Khulani [11027] , 'Abdur Rahman bin Abi Layla [11196] , Tariq bin Shahab [3680] , Qays bin Abi Hazim [11046]","Recitation/Quran, Narrator [ ع  -  لين الحديث ]","Ally B.Taym [Ally%20B.Taym] , Early Muslim [Early%20Muslim] , Tortured [Tortured] , Freed Slave [Freed%20Slave] , Badr [Badr] , Uhud [Uhud] , Servant [Servant] , Mu'adhan [Mu'adhan]",NA,"2, 3, 50, 4052, 18, 400, 5144, 11113, 11027, 11196, 3680, 11046",1,Makkah,[],NA,NA,21,642,"Damascus, Syria",Natural
